timestamp,ratio_left,ratio_right,v1_left,v2_left,v3_left,v4_left,v5_left,v6_left,v1_right,v2_right,v3_right,v4_right,v5_right,v6_right,width_left,width_right,blink_count,manual_blink
0.790015459060669,0.2700972199345098,0.2753243787784936,0.40810777096295087,0.2700972199345098,0.49775820982858526,0.7612428511804089,0.772015691228744,0.14127528119971405,0.37589592875789296,0.2753243787784936,0.48569592768198466,0.7408221366159943,0.7669649699602739,0.14359162818749444,38.118237105091836,40.607881008493905,0,0
0.8903396129608154,0.31753539012577453,0.25113447249113996,0.3906716029743011,0.31753539012577453,0.49861685838254016,0.763913283848491,0.7733474425566274,0.15323400976711804,0.37589592875789296,0.25113447249113996,0.49863365755153743,0.7242653614279525,0.7669649699602739,0.15768180758832767,38.05259518088089,40.607881008493905,0,0
0.918149471282959,0.30706298330079723,0.27875975758192045,0.3899988427149443,0.30706298330079723,0.5066658081777423,0.7364279959069417,0.772015691228744,0.1529701314832388,0.39904343216286337,0.27875975758192045,0.49776569601631493,0.742263690478673,0.7588123281025295,0.1261886130965539,38.118237105091836,39.6232255123179,0,0
0.9360194206237793,0.30706298330079723,0.27875975758192045,0.3899988427149443,0.30706298330079723,0.49775820982858526,0.7364279959069417,0.772015691228744,0.1529701314832388,0.39904343216286337,0.27875975758192045,0.5110249344540843,0.742263690478673,0.7588123281025295,0.16160027340131608,38.118237105091836,39.6232255123179,0,0
0.950078010559082,0.30706298330079723,0.25363597328442267,0.3899988427149443,0.30706298330079723,0.5066658081777423,0.7364279959069417,0.772015691228744,0.1529701314832388,0.39904343216286337,0.25363597328442267,0.4900279343205805,0.742263690478673,0.7588123281025295,0.16160027340131608,38.118237105091836,39.6232255123179,0,0
0.9685792922973633,0.3169885748727856,0.2753243787784936,0.40979069674594226,0.3169885748727856,0.5066658081777423,0.7364279959069417,0.772015691228744,0.1529701314832388,0.4098543473311899,0.2753243787784936,0.4781457903883358,0.7242653614279525,0.7649857022220568,0.15768180758832767,38.118237105091836,40.607881008493905,0,0
0.9920403957366943,0.3169885748727856,0.25113447249113996,0.3899988427149443,0.3169885748727856,0.49775820982858526,0.7625977787156497,0.772015691228744,0.1529701314832388,0.3893674705204927,0.25113447249113996,0.4781457903883358,0.7242653614279525,0.7649857022220568,0.15768180758832767,38.118237105091836,40.607881008493905,0,0
1.030165195465088,0.2933068379675576,0.2753243787784936,0.42706120233624284,0.2933068379675576,0.5066658081777423,0.7612428511804089,0.772015691228744,0.14127528119971405,0.3893674705204927,0.2753243787784936,0.4646379306403278,0.7242653614279525,0.7649857022220568,0.14359162818749444,38.118237105091836,40.607881008493905,0,0
1.0601794719696045,0.2825505623994281,0.2753243787784936,0.40979069674594226,0.2825505623994281,0.5066658081777423,0.7350248291906539,0.7978808613252358,0.16591940327619512,0.3893674705204927,0.2753243787784936,0.48569592768198466,0.7242653614279525,0.7649857022220568,0.12312880536232242,38.118237105091836,40.607881008493905,0,0
1.089970350265503,0.2825505623994281,0.25363597328442267,0.40979069674594226,0.2825505623994281,0.5066658081777423,0.7350248291906539,0.7978808613252358,0.14127528119971405,0.39904343216286337,0.25363597328442267,0.4761843980133121,0.742263690478673,0.7588123281025295,0.1471599465286503,38.118237105091836,39.6232255123179,0,0
1.1205105781555176,0.2933068379675576,0.28216631687031474,0.3899988427149443,0.2933068379675576,0.5066658081777423,0.7364279959069417,0.772015691228744,0.14127528119971405,0.38523711635972996,0.28216631687031474,0.49776569601631493,0.7592319091841374,0.7860244040225423,0.1261886130965539,38.118237105091836,39.6232255123179,0,0
1.1620779037475586,0.31753539012577453,0.29823196229034954,0.41049759857545953,0.31753539012577453,0.5321176151836442,0.763913283848491,0.7953594481958022,0.1762876808881133,0.38760853608924045,0.29823196229034954,0.5101140395986868,0.7209935542585553,0.7635002709410565,0.15696949343383898,38.05259518088089,40.792156108742276,0,0
1.206624984741211,0.3328958793009396,0.3290596440032963,0.39999998975704987,0.3328958793009396,0.49456056394318604,0.7465768685369255,0.7496447053996605,0.14931537370738512,0.4139294275229703,0.3290596440032963,0.5251629884359849,0.7503714389688586,0.7860244040225423,0.1784576480581977,39.05124837953327,39.6232255123179,0,0
