timestamp,ratio_left,ratio_right,blink_count,manual_blink
0.6165409088134766,0.27487370017936036,0.2782327701410556,0,0
0.6829164028167725,0.2860902746670028,0.2642490910229961,0,0
0.7086970806121826,0.2570520212239191,0.22819915564469478,0,0
0.7631640434265137,0.2903080492081682,0.2583039053200596,0,0
0.7861249446868896,0.2552138240981407,0.23702272460174528,0,0
0.8063778877258301,0.2577800680379252,0.2586197447263342,0,0
0.8361144065856934,0.2552138240981407,0.26621972712450703,0,0
0.8677716255187988,0.26451061645937324,0.24419873855217045,0,0
0.8997642993927002,0.2653040933911048,0.24419873855217045,0,0
0.9508357048034668,0.27327867481403906,0.24999999218750027,0,0
0.9960987567901611,0.27390302716211157,0.282980776723645,0,0
1.0265922546386719,0.27390302716211157,0.24999999218750027,0,0
1.063147783279419,0.2742796989222904,0.2811127626190034,0,0
1.0899982452392578,0.2742796989222904,0.2812499912109378,0,0
1.121640920639038,0.2742796989222904,0.29032257127991706,0,0
1.1562838554382324,0.2828427036400972,0.2999999900000003,0,0
1.1888420581817627,0.2811127626190034,0.2999999900000003,0,0
1.2172431945800781,0.29210918858155577,0.2999999900000003,0,0
1.249110221862793,0.29210918858155577,0.2780088782858507,0,0
1.2977571487426758,0.29017163674311336,0.3103448168846615,0,0
1.3310573101043701,0.2599376140742931,0.3234066005261006,0,0
1.3642442226409912,0.29150315228728363,0.28775430815194,0,0
1.3964424133300781,0.29017163674311336,0.28571427551020445,0,0
1.4268791675567627,0.25793034377165636,0.2756981972170437,0,0
1.4599559307098389,0.2599376140742931,0.3212237631467446,0,0
1.4912629127502441,0.2919573252080665,0.2855322339082174,0,0
1.5227036476135254,0.29032257127991706,0.28775430815194,0,0
1.5561416149139404,0.25793034377165636,0.28775430815194,0,0
1.5762028694152832,0.29017163674311336,0.27520835699405727,0,0
1.6015303134918213,0.29017163674311336,0.28775430815194,0,0
1.6365892887115479,0.25793034377165636,0.28775430815194,0,0
1.6977324485778809,0.2599376140742931,0.27586205945303244,0,0
1.7310428619384766,0.2998334621048454,0.2436850810163472,0,0
1.7637531757354736,0.2599376140742931,0.2778437408381315,0,0
1.7962462902069092,0.257529103701705,0.2756981972170437,0,0
1.8264799118041992,0.2897202416644181,0.2665186329820848,0,0
1.8598830699920654,0.2897202416644181,0.2756981972170437,0,0
1.8696374893188477,0.2897202416644181,0.30167860851783396,0,0
1.906841516494751,0.25793034377165636,0.31016047186917417,0,0
1.936701774597168,0.25793034377165636,0.2778437408381315,0,0
1.9694671630859375,0.2828427036400972,0.2778437408381315,0,0
2.0013656616210938,0.24951313683862122,0.24936466607443533,0,0
2.0361595153808594,0.22533796573899187,0.24253561671742996,0,0
2.0997371673583984,0.25145490259743125,0.252377223554805,0,0
2.1321959495544434,0.2120238800633658,0.25189635195650323,0,0
2.1642682552337646,0.21417646195184173,0.25189635195650323,0,0
2.178694725036621,0.24419873855217045,0.2585508897537962,0,0
2.2092883586883545,0.21388233072292004,0.2611758391810354,0,0
2.241408586502075,0.23702272460174528,0.26171195160871297,0,0
2.2765040397644043,0.23519240590070822,0.3074649649927966,0,0
2.306783437728882,0.23702272460174528,0.3074649649927966,0,0
2.3374173641204834,0.26621972712450703,0.3091734593441602,0,0
2.369472026824951,0.26621972712450703,0.36221539103688105,0,0
2.401444911956787,0.2744056019312672,0.35999998560000057,0,0
2.4365947246551514,0.2742796989222904,0.37467488681171235,0,0
2.51642107963562,0.2663348491706638,0.37698060018534435,0,0
2.5310776233673096,0.3045416762599762,0.37499998437500065,0,0
2.548491954803467,0.27104585527740666,0.37698060018534435,0,0
2.577427864074707,0.2744056019312672,0.3909350015056311,0,0
2.6117851734161377,0.2744056019312672,0.4111838391694299,0,0
2.6413116455078125,0.24431083345417323,0.3664662446287411,0,0
2.6763176918029785,0.24253561790293246,0.34782607183364905,0,0
2.7122550010681152,0.27104585527740666,0.40866892971114965,0,0
2.7392361164093018,0.2742796989222904,0.36363634710743875,0,0
2.776517868041992,0.24253561790293246,0.4285714081632663,0,0
