timestamp,ratio,ratio_avg,distance_vertical,distance_horizontal,blink_count,manual_blink
0.6741721630096436,39.586808214547744,39.586808214547744,90.27181176868004,22.80350850198276,0,0
0.7797791957855225,31.561024474752934,35.57391634465034,83.02409288875127,26.30589287593181,0,0
0.8305058479309082,30.051410088748707,33.73308092601646,82.02438661763951,27.294688127912362,0,0
0.8803861141204834,31.192577299939753,30.935003954480464,82.05485969764375,26.30589287593181,0,0
0.9418299198150635,30.812691627281104,30.685559671989854,81.05553651663777,26.30589287593181,0,0
0.9845499992370605,34.53983207834108,32.18170033518731,77.23341245859851,22.360679774997898,0,0
1.0466678142547607,32.78306333882263,32.71186234814827,77.1621668954417,23.53720459187964,0,0
1.084479570388794,34.53983207834108,33.95424249850159,77.23341245859851,22.360679774997898,0,0
1.1212012767791748,34.23310820603312,33.85200120773228,77.23341245859851,22.561028345356956,0,0
1.1594972610473633,32.22911100744597,33.667350430606724,75.23961722390672,23.345235059857504,0,0
1.196561336517334,30.726099297447533,32.396106170308876,75.32595834106593,24.515301344262525,0,0
1.2357687950134277,32.002933078575296,31.65271446115627,75.32595834106593,23.53720459187964,0,0
1.2729294300079346,30.319979629370756,31.016337335131198,74.33034373659252,24.515301344262525,0,0
1.3110523223876953,30.319979629370756,30.880964112438935,74.33034373659252,24.515301344262525,0,0
1.347778081893921,29.358720635938734,29.999559964893418,74.33034373659252,25.317977802344327,0,0
1.3856654167175293,28.764294105446346,29.480998123585277,73.33484846919642,25.495097567963924,0,0
1.4224717617034912,27.698189994269132,28.60706824521807,73.33484846919642,26.476404589747453,0,0
1.4588665962219238,27.877726414788626,28.113403504834704,73.33484846919642,26.30589287593181,0,0
1.4971239566802979,28.074183367546706,27.883366592201487,74.33034373659252,26.476404589747453,0,0
1.5472760200500488,26.70697660667519,27.552962129670174,73.33484846919642,27.459060435491963,0,0
1.5847525596618652,28.074183367546706,27.618447780589534,74.33034373659252,26.476404589747453,0,0
1.621450424194336,29.358720635938734,28.046626870053544,74.33034373659252,25.317977802344327,0,0
1.6599767208099365,28.074183367546706,28.502362457010715,74.33034373659252,26.476404589747453,0,0
1.6984927654266357,29.120439557122072,28.851114520202504,74.24284477308234,25.495097567963924,0,0
1.7362892627716064,28.041135465134737,28.41191946326784,74.24284477308234,26.476404589747453,0,0
1.772111177444458,29.545271650859412,28.902282224372073,75.32595834106593,25.495097567963924,0,0
1.8088111877441406,28.417611223935598,28.668006113309914,75.23961722390672,26.476404589747453,0,0
1.845947265625,28.79411891133624,28.919000595377085,76.23647421018367,26.476404589747453,0,0
1.8837485313415527,29.511405878457857,28.907712004576563,75.23961722390672,25.495097567963924,0,0
1.9207711219787598,29.511405878457857,29.27231022275065,75.23961722390672,25.495097567963924,0,0
1.9658043384552002,28.79411891133624,29.27231022275065,76.23647421018367,26.476404589747453,0,0
2.007431745529175,27.763686375679807,28.689737055157966,76.23647421018367,27.459060435491963,0,0
2.0449795722961426,28.79411891133624,28.450641399450763,76.23647421018367,26.476404589747453,0,0
2.081747055053711,28.79411891133624,28.450641399450763,76.23647421018367,26.476404589747453,0,0
2.118919849395752,28.79411891133624,28.79411891133624,76.23647421018367,26.476404589747453,0,0
2.1562702655792236,28.79411891133624,28.79411891133624,76.23647421018367,26.476404589747453,0,0
2.1931986808776855,28.79411891133624,28.79411891133624,76.23647421018367,26.476404589747453,0,0
2.240434169769287,29.170657291022764,28.91963170456508,77.23341245859851,26.476404589747453,0,0
2.2921297550201416,28.79411891133624,28.91963170456508,76.23647421018367,26.476404589747453,0,0
2.32954478263855,28.79411891133624,28.91963170456508,76.23647421018367,26.476404589747453,0,0
2.3655269145965576,29.170657291022764,28.91963170456508,77.23341245859851,26.476404589747453,0,0
2.402613639831543,28.602761711556624,28.85584597130521,76.32168761236873,26.68332812825267,0,0
2.439101219177246,33.04161809782616,30.271679033468516,74.54528824815154,22.561028345356956,1,1
2.4808568954467773,37.94255270404828,33.19564417114369,74.54528824815154,19.6468827043885,1,1
2.5300896167755127,38.007362253808516,36.33051101856099,74.67261881037788,19.6468827043885,1,1
2.580784320831299,38.51182444083451,38.15391313289711,75.66372975210778,19.6468827043885,1,1
2.626845598220825,33.431747320176925,36.65031133827332,75.4254598925323,22.561028345356956,1,1
2.67484188079834,33.921786845474166,35.288452868828536,76.53103945458993,22.561028345356956,1,1
2.7125279903411865,31.13226573909963,32.828599968250245,76.32168761236873,24.515301344262525,1,1
2.7500057220458984,29.935828803523144,31.66329379603231,76.32168761236873,25.495097567963924,1,1
2.7875125408172607,30.293436709827223,30.453843750816663,77.23341245859851,25.495097567963924,1,1
2.8248298168182373,30.293436709827223,30.17423407439253,77.23341245859851,25.495097567963924,1,1
2.862394332885742,28.826303569149655,29.804392329601367,76.32168761236873,26.476404589747453,1,1
2.8996269702911377,28.5708266389242,29.230188972633695,76.23647421018367,26.68332812825267,1,1
2.936004161834717,28.79411891133624,28.730416373136695,76.23647421018367,26.476404589747453,1,1
2.9814391136169434,28.5708266389242,28.645257396394882,76.23647421018367,26.68332812825267,1,1
3.0301880836486816,29.20242696028703,28.855790836849156,77.31752712031083,26.476404589747453,1,1
3.081116199493408,29.170657291022764,28.981303630078,77.23341245859851,26.476404589747453,1,1
3.1305744647979736,28.975968345734948,29.11635086568158,77.31752712031083,26.68332812825267,1,1
3.1817922592163086,27.923799205901464,28.690141614219726,77.23341245859851,27.65863337187866,1,1
3.231494665145874,29.170657291022764,28.690141614219726,77.23341245859851,26.476404589747453,1,1
3.2808640003204346,27.923799205901464,28.33941856760856,77.23341245859851,27.65863337187866,1,1
3.3308913707733154,27.923799205901464,28.33941856760856,77.23341245859851,27.65863337187866,1,1
3.3805253505706787,27.763686375679807,27.870428262494244,76.23647421018367,27.459060435491963,1,1
3.431048631668091,27.923799205901464,27.870428262494244,77.23341245859851,27.65863337187866,1,1
3.4807422161102295,27.537259369711634,27.74158165043097,76.16429609731846,27.65863337187866,1,0
3.5306737422943115,27.923799205901464,27.794952593838186,77.23341245859851,27.65863337187866,1,0
3.5802345275878906,28.944445043503674,28.135167873038924,77.23341245859851,26.68332812825267,1,0
3.630828857421875,28.944445043503674,28.60422976430294,77.23341245859851,26.68332812825267,1,0
3.6809775829315186,28.944445043503674,28.944445043503674,77.23341245859851,26.68332812825267,1,0
3.730978012084961,28.944445043503674,28.944445043503674,77.23341245859851,26.68332812825267,1,0
3.774705171585083,29.31809273806454,29.068994275023964,78.23042886243178,26.68332812825267,1,0
